kk	file	sample	muts_caveman	c20_genome	muts	corr_muts	c20_nanoseq_genome	obs_rate	corr_rate	donor	age	muts_per_cell
RESULT	Shearwater_calls_FDR0.95_all_muts.txt	BMH100	1039	3958820332	237	252.4888	1083821126	2.186708e-07	2.329617e-07	Shearwater_calls_FDR0.95_all_muts.txt	59	1333.15895042355
RESULT	Shearwater_calls_FDR0.95_all_muts.txt	BMH11	925	1835889706	98	103.7714	518458366	1.890219e-07	2.001538e-07	Shearwater_calls_FDR0.95_all_muts.txt	59	1145.41072601756
RESULT	Shearwater_calls_FDR0.95_all_muts.txt	BMH12	939	3814653038	205	215.0396	1033085254	1.984347e-07	2.081528e-07	Shearwater_calls_FDR0.95_all_muts.txt	59	1191.18622664465
RESULT	Shearwater_calls_FDR0.95_all_muts.txt	BMH13	1003	1905106116	102	110.2035	491828952	2.073892e-07	2.240688e-07	Shearwater_calls_FDR0.95_all_muts.txt	59	1282.26797036021
RESULT	Shearwater_calls_FDR0.95_all_muts.txt	BMH17	988	3567628620	190	203.4978	963061392	1.972875e-07	2.11303e-07	Shearwater_calls_FDR0.95_all_muts.txt	59	1209.21372784173
RESULT	Shearwater_calls_FDR0.95_all_muts.txt	BMH18	1068	1378962218	72	77.93751	366200000	1.966139e-07	2.128277e-07	Shearwater_calls_FDR0.95_all_muts.txt	59	1217.93905673361
RESULT	Shearwater_calls_FDR0.95_all_muts.txt	BMH22	962	2292425230	129	140.201	605557608	2.130268e-07	2.315239e-07	Shearwater_calls_FDR0.95_all_muts.txt	59	1324.93092006955
RESULT	Shearwater_calls_FDR0.95_all_muts.txt	BMH23	1017	2000885770	106	114.185	526766988	2.012275e-07	2.167656e-07	Shearwater_calls_FDR0.95_all_muts.txt	59	1240.4742916279
RESULT	Shearwater_calls_FDR0.95_all_muts.txt	BMH26	1077	1673896168	90	98.6178	442359684	2.034543e-07	2.229358e-07	Shearwater_calls_FDR0.95_all_muts.txt	59	1275.78420461318
RESULT	Shearwater_calls_FDR0.95_all_muts.txt	BMH27	910	1036585116	45	46.97191	275148462	1.635481e-07	1.707148e-07	Shearwater_calls_FDR0.95_all_muts.txt	59	976.941547000068
RESULT	Shearwater_calls_FDR0.95_all_muts.txt	BMH31	1105	2334427902	153	166.3465	629642434	2.429951e-07	2.64192e-07	Shearwater_calls_FDR0.95_all_muts.txt	59	1511.87911759872
RESULT	Shearwater_calls_FDR0.95_all_muts.txt	BMH33	1075	856395376	49	49.67985	223281166	2.194542e-07	2.224991e-07	Shearwater_calls_FDR0.95_all_muts.txt	59	1273.28512208738
RESULT	Shearwater_calls_FDR0.95_all_muts.txt	BMH34	1024	1078413362	63	67.70767	287420464	2.191911e-07	2.355701e-07	Shearwater_calls_FDR0.95_all_muts.txt	59	1348.08591827399
RESULT	Shearwater_calls_FDR0.95_all_muts.txt	BMH37	997	910074730	45	47.2963	242699796	1.854142e-07	1.948757e-07	Shearwater_calls_FDR0.95_all_muts.txt	59	1115.20599169329
RESULT	Shearwater_calls_FDR0.95_all_muts.txt	BMH39	982	1184832990	65	67.39815	315113592	2.062748e-07	2.138852e-07	Shearwater_calls_FDR0.95_all_muts.txt	59	1223.99076218593
RESULT	Shearwater_calls_FDR0.95_all_muts.txt	BMH41	1189	3258209408	219	238.5165	881182230	2.485298e-07	2.706779e-07	Shearwater_calls_FDR0.95_all_muts.txt	59	1548.99567210769
RESULT	Shearwater_calls_FDR0.95_all_muts.txt	BMH42	1131	1449154394	90	96.23304	377408238	2.384686e-07	2.549839e-07	Shearwater_calls_FDR0.95_all_muts.txt	59	1459.18435733815
RESULT	Shearwater_calls_FDR0.95_all_muts.txt	BMH44	1121	4229321554	268	287.5657	1155692844	2.318955e-07	2.488254e-07	Shearwater_calls_FDR0.95_all_muts.txt	59	1423.94139939191
RESULT	Shearwater_calls_FDR0.95_all_muts.txt	BMH49	977	2094124932	107	111.9677	579272098	1.847146e-07	1.932903e-07	Shearwater_calls_FDR0.95_all_muts.txt	59	1106.13329776977
RESULT	Shearwater_calls_FDR0.95_all_muts.txt	BMH50	1158	2337682204	152	158.9108	624395784	2.434353e-07	2.545034e-07	Shearwater_calls_FDR0.95_all_muts.txt	59	1456.43462261489
RESULT	Shearwater_calls_FDR0.95_all_muts.txt	BMH51	1011	2027509598	95	102.9542	536244216	1.771581e-07	1.919912e-07	Shearwater_calls_FDR0.95_all_muts.txt	59	1098.69899937439
RESULT	Shearwater_calls_FDR0.95_all_muts.txt	BMH52	1151	3727589034	214	227.3452	1013942894	2.110573e-07	2.242189e-07	Shearwater_calls_FDR0.95_all_muts.txt	59	1283.126940562
RESULT	Shearwater_calls_FDR0.95_all_muts.txt	BMH56	1052	3588315088	207	224.8335	987165850	2.096912e-07	2.277566e-07	Shearwater_calls_FDR0.95_all_muts.txt	59	1303.37196976171
RESULT	Shearwater_calls_FDR0.95_all_muts.txt	BMH59	1044	2321668436	134	142.5287	615283264	2.177859e-07	2.316472e-07	Shearwater_calls_FDR0.95_all_muts.txt	59	1325.63652317335
RESULT	Shearwater_calls_FDR0.95_all_muts.txt	BMH60	1091	1425040794	77	83.19405	362970846	2.121382e-07	2.292031e-07	Shearwater_calls_FDR0.95_all_muts.txt	59	1311.64978719602
RESULT	Shearwater_calls_FDR0.95_all_muts.txt	BMH62	1063	1827127962	114	120.769	488624000	2.333082e-07	2.471614e-07	Shearwater_calls_FDR0.95_all_muts.txt	59	1414.41890494967
RESULT	Shearwater_calls_FDR0.95_all_muts.txt	BMH63	1121	3584314694	189	205.1094	974464954	1.939526e-07	2.104842e-07	Shearwater_calls_FDR0.95_all_muts.txt	59	1204.52801963902
RESULT	Shearwater_calls_FDR0.95_all_muts.txt	BMH65	1155	1496032504	83	91.95855	384168984	2.160508e-07	2.393701e-07	Shearwater_calls_FDR0.95_all_muts.txt	59	1369.83199933199
RESULT	Shearwater_calls_FDR0.95_all_muts.txt	BMH66	962	2522993962	115	124.1202	684934128	1.678994e-07	1.812148e-07	Shearwater_calls_FDR0.95_all_muts.txt	59	1037.02940255507
RESULT	Shearwater_calls_FDR0.95_all_muts.txt	BMH71	1060	2044309916	121	132.0536	535259102	2.260587e-07	2.467097e-07	Shearwater_calls_FDR0.95_all_muts.txt	59	1411.83398263023
RESULT	Shearwater_calls_FDR0.95_all_muts.txt	BMH72	1017	1537458100	75	80.9122	409496848	1.831516e-07	1.975893e-07	Shearwater_calls_FDR0.95_all_muts.txt	59	1130.73498262986
RESULT	Shearwater_calls_FDR0.95_all_muts.txt	BMH73	1057	2376240196	136	142.0836	663772736	2.048894e-07	2.140545e-07	Shearwater_calls_FDR0.95_all_muts.txt	59	1224.9596073236
RESULT	Shearwater_calls_FDR0.95_all_muts.txt	BMH76	1058	4474386502	262	280.659	1235838308	2.120018e-07	2.271001e-07	Shearwater_calls_FDR0.95_all_muts.txt	59	1299.61504812629
RESULT	Shearwater_calls_FDR0.95_all_muts.txt	BMH77	923	2372881314	138	148.8245	619061802	2.22918e-07	2.404033e-07	Shearwater_calls_FDR0.95_all_muts.txt	59	1375.7446443186
RESULT	Shearwater_calls_FDR0.95_all_muts.txt	BMH78	1111	786751432	53	56.01372	207496198	2.554264e-07	2.699506e-07	Shearwater_calls_FDR0.95_all_muts.txt	59	1544.83358664625
RESULT	Shearwater_calls_FDR0.95_all_muts.txt	BMH7	1023	1627770448	91	95.51321	434557828	2.094083e-07	2.19794e-07	Shearwater_calls_FDR0.95_all_muts.txt	59	1257.80477370054
RESULT	Shearwater_calls_FDR0.95_all_muts.txt	BMH80	1135	972313816	60	63.92951	245937268	2.439647e-07	2.599423e-07	Shearwater_calls_FDR0.95_all_muts.txt	59	1487.55955952709
RESULT	Shearwater_calls_FDR0.95_all_muts.txt	BMH81	1094	1470538602	86	96.62714	382639942	2.247544e-07	2.525276e-07	Shearwater_calls_FDR0.95_all_muts.txt	59	1445.12780499532
RESULT	Shearwater_calls_FDR0.95_all_muts.txt	BMH83	897	2724560174	134	145.5495	701456178	1.910312e-07	2.074963e-07	Shearwater_calls_FDR0.95_all_muts.txt	59	1187.42930500923
RESULT	Shearwater_calls_FDR0.95_all_muts.txt	BMH84	1166	870649026	49	51.99744	222263744	2.204588e-07	2.339448e-07	Shearwater_calls_FDR0.95_all_muts.txt	59	1338.78489049937
RESULT	Shearwater_calls_FDR0.95_all_muts.txt	BMH85	1177	2461688480	161	170.2785	650429360	2.475288e-07	2.61794e-07	Shearwater_calls_FDR0.95_all_muts.txt	59	1498.15619592054
RESULT	Shearwater_calls_FDR0.95_all_muts.txt	BMH86	964	1560216290	80	86.00893	408793754	1.956977e-07	2.103969e-07	Shearwater_calls_FDR0.95_all_muts.txt	59	1204.02843203998
RESULT	Shearwater_calls_FDR0.95_all_muts.txt	BMH87	991	2123920002	102	108.11	571355986	1.785227e-07	1.892166e-07	Shearwater_calls_FDR0.95_all_muts.txt	59	1082.82092661031
RESULT	Shearwater_calls_FDR0.95_all_muts.txt	BMH88	1121	3707274254	243	255.6379	1015584930	2.39271e-07	2.517149e-07	Shearwater_calls_FDR0.95_all_muts.txt	59	1440.47700497536
RESULT	Shearwater_calls_FDR0.95_all_muts.txt	BMH89	1002	1715696856	97	104.2701	443749264	2.185919e-07	2.349753e-07	Shearwater_calls_FDR0.95_all_muts.txt	59	1344.68208432312
RESULT	Shearwater_calls_FDR0.95_all_muts.txt	BMH90	1121	2344700974	134	144.1058	621681350	2.155445e-07	2.318001e-07	Shearwater_calls_FDR0.95_all_muts.txt	59	1326.51151680329
RESULT	Shearwater_calls_FDR0.95_all_muts.txt	BMH91	1032	3174396186	158	169.6014	866998214	1.82238e-07	1.956191e-07	Shearwater_calls_FDR0.95_all_muts.txt	59	1119.46021186658
RESULT	Shearwater_calls_FDR0.95_all_muts.txt	BMH92	1128	1397730792	94	99.67822	371697126	2.528941e-07	2.681705e-07	Shearwater_calls_FDR0.95_all_muts.txt	59	1534.64669220116
RESULT	Shearwater_calls_FDR0.95_all_muts.txt	BMH94	1102	912287178	60	67.04755	225724244	2.658111e-07	2.97033e-07	Shearwater_calls_FDR0.95_all_muts.txt	59	1699.81676181603
RESULT	Shearwater_calls_FDR0.95_all_muts.txt	BMH96	1044	2734872460	154	162.6707	744528640	2.068423e-07	2.184882e-07	Shearwater_calls_FDR0.95_all_muts.txt	59	1250.33213353066
RESULT	Shearwater_calls_FDR0.95_all_muts.txt	BMH97	1068	927586358	49	53.88961	232496596	2.107558e-07	2.317867e-07	Shearwater_calls_FDR0.95_all_muts.txt	59	1326.4348332543
RESULT	Shearwater_calls_FDR0.95_all_muts.txt	BMH98	1192	1398864802	81	86.32971	365557000	2.215797e-07	2.361594e-07	Shearwater_calls_FDR0.95_all_muts.txt	59	1351.45827763385
RESULT	Shearwater_calls_FDR0.95_all_muts.txt	BMH99	1018	948785180	60	63.66685	250606972	2.394187e-07	2.540506e-07	Shearwater_calls_FDR0.95_all_muts.txt	59	1453.84340537725
RESULT	Shearwater_calls_FDR0.95_all_muts.txt	BMP121	909	1979647244	111	115.3537	542367156	2.046584e-07	2.126856e-07	Shearwater_calls_FDR0.95_all_muts.txt	59	1217.1258677551
RESULT	Shearwater_calls_FDR0.95_all_muts.txt	BMP14	1163	2992508518	171	183.4684	831073402	2.05758e-07	2.207608e-07	Shearwater_calls_FDR0.95_all_muts.txt	59	1263.33743453393
RESULT	Shearwater_calls_FDR0.95_all_muts.txt	BMP15	1049	1503503072	104	110.6509	414746226	2.507557e-07	2.667918e-07	Shearwater_calls_FDR0.95_all_muts.txt	59	1526.75687063414
RESULT	Shearwater_calls_FDR0.95_all_muts.txt	BMP184	1052	1509415832	86	93.02713	415897236	2.067819e-07	2.236782e-07	Shearwater_calls_FDR0.95_all_muts.txt	59	1280.03270213356
RESULT	Shearwater_calls_FDR0.95_all_muts.txt	BMP186	1027	1845302018	90	96.51672	500944186	1.796607e-07	1.926696e-07	Shearwater_calls_FDR0.95_all_muts.txt	59	1102.58124710854
RESULT	Shearwater_calls_FDR0.95_all_muts.txt	BMP194	1130	1279708776	76	80.00691	345846508	2.197507e-07	2.313365e-07	Shearwater_calls_FDR0.95_all_muts.txt	59	1323.85849491422
RESULT	Shearwater_calls_FDR0.95_all_muts.txt	BMP19	1098	2685606996	169	176.3433	751582762	2.248588e-07	2.346293e-07	Shearwater_calls_FDR0.95_all_muts.txt	59	1342.70204641626
RESULT	Shearwater_calls_FDR0.95_all_muts.txt	BMP20	1063	2308644992	142	150.9667	629061374	2.257331e-07	2.399873e-07	Shearwater_calls_FDR0.95_all_muts.txt	59	1373.36402070804
RESULT	Shearwater_calls_FDR0.95_all_muts.txt	BMP213	1131	2079849626	131	138.5985	575692642	2.27552e-07	2.407508e-07	Shearwater_calls_FDR0.95_all_muts.txt	59	1377.73326620483
RESULT	Shearwater_calls_FDR0.95_all_muts.txt	BMP214	1045	1865734430	110	118.7779	516445664	2.129943e-07	2.29991e-07	Shearwater_calls_FDR0.95_all_muts.txt	59	1316.15866542381
RESULT	Shearwater_calls_FDR0.95_all_muts.txt	BMP218	1167	1369006796	85	87.93677	374380704	2.270416e-07	2.34886e-07	Shearwater_calls_FDR0.95_all_muts.txt	59	1344.17105141826
RESULT	Shearwater_calls_FDR0.95_all_muts.txt	BMP234	997	1975788196	118	125.7509	533577336	2.211488e-07	2.35675e-07	Shearwater_calls_FDR0.95_all_muts.txt	59	1348.68622456425
RESULT	Shearwater_calls_FDR0.95_all_muts.txt	BMP245	1114	993194494	63	65.98	275218868	2.289087e-07	2.397365e-07	Shearwater_calls_FDR0.95_all_muts.txt	59	1371.92877935822
RESULT	Shearwater_calls_FDR0.95_all_muts.txt	BMP256	1098	4241557410	256	267.3118	1153889956	2.218582e-07	2.316614e-07	Shearwater_calls_FDR0.95_all_muts.txt	59	1325.71778484467
RESULT	Shearwater_calls_FDR0.95_all_muts.txt	BMP262	1008	935552702	43	44.50759	243881566	1.763151e-07	1.824967e-07	Shearwater_calls_FDR0.95_all_muts.txt	59	1044.3652713204
RESULT	Shearwater_calls_FDR0.95_all_muts.txt	BMP265	1214	1860903638	122	130.1319	511116718	2.38693e-07	2.546031e-07	Shearwater_calls_FDR0.95_all_muts.txt	59	1457.00517111002
RESULT	Shearwater_calls_FDR0.95_all_muts.txt	BMP291	1184	2744513968	149	158.5796	738919428	2.016458e-07	2.146102e-07	Shearwater_calls_FDR0.95_all_muts.txt	59	1228.13968554568
RESULT	Shearwater_calls_FDR0.95_all_muts.txt	BMP2	1047	1987714382	114	120.768	549500678	2.074611e-07	2.197777e-07	Shearwater_calls_FDR0.95_all_muts.txt	59	1257.71149445811
RESULT	Shearwater_calls_FDR0.95_all_muts.txt	BMP305	884	2291325858	113	119.8874	638274246	1.770399e-07	1.878306e-07	Shearwater_calls_FDR0.95_all_muts.txt	59	1074.88932967705
RESULT	Shearwater_calls_FDR0.95_all_muts.txt	BMP308	940	2597075140	131	139.2903	714809254	1.832657e-07	1.948636e-07	Shearwater_calls_FDR0.95_all_muts.txt	59	1115.13674759308
RESULT	Shearwater_calls_FDR0.95_all_muts.txt	BMP30	1083	2138848224	122	130.841	577727500	2.111722e-07	2.264753e-07	Shearwater_calls_FDR0.95_all_muts.txt	59	1296.03953458812
RESULT	Shearwater_calls_FDR0.95_all_muts.txt	BMP310	1044	1446985316	85	93.58361	389725566	2.181022e-07	2.401269e-07	Shearwater_calls_FDR0.95_all_muts.txt	59	1374.16290305428
RESULT	Shearwater_calls_FDR0.95_all_muts.txt	BMP312a	1084	1458684216	82	86.71935	393784170	2.082359e-07	2.202205e-07	Shearwater_calls_FDR0.95_all_muts.txt	59	1260.24548516666
RESULT	Shearwater_calls_FDR0.95_all_muts.txt	BMP314	1067	2132410174	123	131.6413	580411644	2.119186e-07	2.268068e-07	Shearwater_calls_FDR0.95_all_muts.txt	59	1297.93659402779
